ordered_features,unordered_features,ordered_ratio,total_features,grid_size,run_id,steps_to_convergence,unique_cultures,largest_domain_size,largest_domain_percentage,avg_cultural_distance
5,0,100.0,5,10,0,80186,1,100,100.0,0.0
5,0,100.0,5,10,1,44985,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,2,43809,3,98,98.0,0.03888888888888889
5,0,100.0,5,10,3,61554,1,100,100.0,0.0
5,0,100.0,5,10,4,49335,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,5,52053,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,6,69118,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,7,37867,3,97,97.0,0.03888888888888889
5,0,100.0,5,10,8,79834,1,100,100.0,0.0
5,0,100.0,5,10,9,59045,3,98,98.0,0.03888888888888889
5,0,100.0,5,10,10,68214,1,100,100.0,0.0
5,0,100.0,5,10,11,77246,3,97,97.0,0.044444444444444446
5,0,100.0,5,10,12,54957,3,98,98.0,0.027777777777777776
5,0,100.0,5,10,13,141106,1,100,100.0,0.0
5,0,100.0,5,10,14,63607,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,15,69478,1,100,100.0,0.0
5,0,100.0,5,10,16,51461,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,17,53275,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,18,90339,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,19,56538,2,97,97.0,0.022222222222222223
5,0,100.0,5,10,20,72411,1,100,100.0,0.0
5,0,100.0,5,10,21,72696,1,100,100.0,0.0
5,0,100.0,5,10,22,72980,1,100,100.0,0.0
5,0,100.0,5,10,23,83255,1,100,100.0,0.0
5,0,100.0,5,10,24,53192,1,100,100.0,0.0
5,0,100.0,5,10,25,48443,1,100,100.0,0.0
5,0,100.0,5,10,26,60705,1,100,100.0,0.0
5,0,100.0,5,10,27,80832,1,100,100.0,0.0
5,0,100.0,5,10,28,47281,1,100,100.0,0.0
5,0,100.0,5,10,29,91204,1,100,100.0,0.0
5,0,100.0,5,10,30,94611,1,100,100.0,0.0
5,0,100.0,5,10,31,55864,2,98,98.0,0.03333333333333333
5,0,100.0,5,10,32,32528,1,100,100.0,0.0
5,0,100.0,5,10,33,139162,1,100,100.0,0.0
5,0,100.0,5,10,34,49299,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,35,50281,3,98,98.0,0.027777777777777776
5,0,100.0,5,10,36,92611,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,37,41464,1,100,100.0,0.0
5,0,100.0,5,10,38,82560,1,100,100.0,0.0
5,0,100.0,5,10,39,81160,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,40,99295,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,41,60622,1,100,100.0,0.0
5,0,100.0,5,10,42,107705,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,43,79960,1,100,100.0,0.0
5,0,100.0,5,10,44,74426,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,45,61447,1,100,100.0,0.0
5,0,100.0,5,10,46,76620,3,98,98.0,0.03333333333333333
5,0,100.0,5,10,47,61696,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,48,49679,1,100,100.0,0.0
5,0,100.0,5,10,49,69945,1,100,100.0,0.0
5,0,100.0,5,10,50,74663,1,100,100.0,0.0
5,0,100.0,5,10,51,78473,1,100,100.0,0.0
5,0,100.0,5,10,52,85134,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,53,58305,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,54,104091,1,100,100.0,0.0
5,0,100.0,5,10,55,107027,1,100,100.0,0.0
5,0,100.0,5,10,56,77230,3,98,98.0,0.027777777777777776
5,0,100.0,5,10,57,71760,1,100,100.0,0.0
5,0,100.0,5,10,58,94406,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,59,87691,1,100,100.0,0.0
5,0,100.0,5,10,60,61917,1,100,100.0,0.0
5,0,100.0,5,10,61,60814,1,100,100.0,0.0
5,0,100.0,5,10,62,100762,1,100,100.0,0.0
5,0,100.0,5,10,63,52115,1,100,100.0,0.0
5,0,100.0,5,10,64,71524,1,100,100.0,0.0
5,0,100.0,5,10,65,46287,2,98,98.0,0.016666666666666666
5,0,100.0,5,10,66,88724,1,100,100.0,0.0
5,0,100.0,5,10,67,83473,5,96,96.0,0.08888888888888889
5,0,100.0,5,10,68,46640,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,69,38893,2,98,98.0,0.022222222222222223
5,0,100.0,5,10,70,77865,1,100,100.0,0.0
5,0,100.0,5,10,71,105389,1,100,100.0,0.0
5,0,100.0,5,10,72,111190,1,100,100.0,0.0
5,0,100.0,5,10,73,54254,3,98,98.0,0.03333333333333333
5,0,100.0,5,10,74,74727,1,100,100.0,0.0
5,0,100.0,5,10,75,47458,4,96,96.0,0.05
5,0,100.0,5,10,76,122362,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,77,41575,1,100,100.0,0.0
5,0,100.0,5,10,78,38830,3,98,98.0,0.03333333333333333
5,0,100.0,5,10,79,79074,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,80,33495,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,81,53770,1,100,100.0,0.0
5,0,100.0,5,10,82,64905,1,100,100.0,0.0
5,0,100.0,5,10,83,78957,1,100,100.0,0.0
5,0,100.0,5,10,84,83707,4,96,96.0,0.05555555555555555
5,0,100.0,5,10,85,68377,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,86,88980,1,100,100.0,0.0
5,0,100.0,5,10,87,66662,3,98,98.0,0.03888888888888889
5,0,100.0,5,10,88,89309,2,98,98.0,0.03333333333333333
5,0,100.0,5,10,89,53579,1,100,100.0,0.0
5,0,100.0,5,10,90,53319,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,91,50138,1,100,100.0,0.0
5,0,100.0,5,10,92,48509,5,95,95.0,0.07222222222222222
5,0,100.0,5,10,93,77672,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,94,53097,1,100,100.0,0.0
5,0,100.0,5,10,95,34342,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,96,88941,1,100,100.0,0.0
5,0,100.0,5,10,97,104883,3,97,97.0,0.05
5,0,100.0,5,10,98,53591,1,100,100.0,0.0
5,0,100.0,5,10,99,52481,4,93,93.0,0.05555555555555555
5,0,100.0,5,10,100,57520,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,101,72535,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,102,103675,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,103,80744,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,104,59740,1,100,100.0,0.0
5,0,100.0,5,10,105,57133,1,100,100.0,0.0
5,0,100.0,5,10,106,63727,1,100,100.0,0.0
5,0,100.0,5,10,107,66882,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,108,50830,5,95,95.0,0.08333333333333333
5,0,100.0,5,10,109,60935,1,100,100.0,0.0
5,0,100.0,5,10,110,43727,1,100,100.0,0.0
5,0,100.0,5,10,111,80953,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,112,86879,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,113,71617,3,98,98.0,0.03333333333333333
5,0,100.0,5,10,114,48874,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,115,105164,1,100,100.0,0.0
5,0,100.0,5,10,116,55797,1,100,100.0,0.0
5,0,100.0,5,10,117,78182,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,118,87131,3,97,97.0,0.044444444444444446
5,0,100.0,5,10,119,95300,1,100,100.0,0.0
5,0,100.0,5,10,120,81351,1,100,100.0,0.0
5,0,100.0,5,10,121,80622,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,122,50390,3,98,98.0,0.03333333333333333
5,0,100.0,5,10,123,60756,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,124,56035,1,100,100.0,0.0
5,0,100.0,5,10,125,101677,1,100,100.0,0.0
5,0,100.0,5,10,126,60579,3,98,98.0,0.03888888888888889
5,0,100.0,5,10,127,53154,1,100,100.0,0.0
5,0,100.0,5,10,128,40221,2,98,98.0,0.022222222222222223
5,0,100.0,5,10,129,97116,3,98,98.0,0.027777777777777776
5,0,100.0,5,10,130,49159,3,98,98.0,0.03888888888888889
5,0,100.0,5,10,131,67889,3,97,97.0,0.05
5,0,100.0,5,10,132,41332,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,133,58816,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,134,49952,3,97,97.0,0.044444444444444446
5,0,100.0,5,10,135,77156,3,98,98.0,0.027777777777777776
5,0,100.0,5,10,136,68442,3,98,98.0,0.03333333333333333
5,0,100.0,5,10,137,38362,1,100,100.0,0.0
5,0,100.0,5,10,138,138724,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,139,77746,1,100,100.0,0.0
5,0,100.0,5,10,140,56606,2,98,98.0,0.03333333333333333
5,0,100.0,5,10,141,70108,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,142,65669,1,100,100.0,0.0
5,0,100.0,5,10,143,38053,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,144,100076,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,145,90054,1,100,100.0,0.0
5,0,100.0,5,10,146,55949,3,98,98.0,0.03333333333333333
5,0,100.0,5,10,147,47021,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,148,93328,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,149,89800,1,100,100.0,0.0
5,0,100.0,5,10,150,45229,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,151,78242,1,100,100.0,0.0
5,0,100.0,5,10,152,74535,1,100,100.0,0.0
5,0,100.0,5,10,153,127353,3,98,98.0,0.044444444444444446
5,0,100.0,5,10,154,65493,1,100,100.0,0.0
5,0,100.0,5,10,155,37078,1,100,100.0,0.0
5,0,100.0,5,10,156,70720,1,100,100.0,0.0
5,0,100.0,5,10,157,92874,4,97,97.0,0.06111111111111111
5,0,100.0,5,10,158,56879,1,100,100.0,0.0
5,0,100.0,5,10,159,47407,1,100,100.0,0.0
5,0,100.0,5,10,160,82725,3,98,98.0,0.03333333333333333
5,0,100.0,5,10,161,51867,1,100,100.0,0.0
5,0,100.0,5,10,162,113056,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,163,72247,1,100,100.0,0.0
5,0,100.0,5,10,164,47126,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,165,40490,1,100,100.0,0.0
5,0,100.0,5,10,166,42248,1,100,100.0,0.0
5,0,100.0,5,10,167,59651,1,100,100.0,0.0
5,0,100.0,5,10,168,70260,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,169,50604,3,97,97.0,0.05555555555555555
5,0,100.0,5,10,170,104853,3,96,96.0,0.06111111111111111
5,0,100.0,5,10,171,63659,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,172,87872,4,97,97.0,0.03333333333333333
5,0,100.0,5,10,173,66065,3,98,98.0,0.03888888888888889
5,0,100.0,5,10,174,127262,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,175,50199,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,176,57696,3,98,98.0,0.044444444444444446
5,0,100.0,5,10,177,73617,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,178,66154,1,100,100.0,0.0
5,0,100.0,5,10,179,75496,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,180,41268,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,181,100541,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,182,45732,1,100,100.0,0.0
5,0,100.0,5,10,183,68764,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,184,95586,1,100,100.0,0.0
5,0,100.0,5,10,185,77095,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,186,35447,2,99,99.0,0.022222222222222223
5,0,100.0,5,10,187,54501,1,100,100.0,0.0
5,0,100.0,5,10,188,42385,1,100,100.0,0.0
5,0,100.0,5,10,189,78910,1,100,100.0,0.0
5,0,100.0,5,10,190,50789,6,92,92.0,0.10555555555555556
5,0,100.0,5,10,191,48375,1,100,100.0,0.0
5,0,100.0,5,10,192,46117,1,100,100.0,0.0
5,0,100.0,5,10,193,60716,1,100,100.0,0.0
5,0,100.0,5,10,194,72304,1,100,100.0,0.0
5,0,100.0,5,10,195,52048,1,100,100.0,0.0
5,0,100.0,5,10,196,72329,2,99,99.0,0.016666666666666666
5,0,100.0,5,10,197,68148,2,99,99.0,0.011111111111111112
5,0,100.0,5,10,198,51860,1,100,100.0,0.0
5,0,100.0,5,10,199,72664,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,0,65042,1,100,100.0,0.0
4,1,80.0,5,10,1,67189,1,100,100.0,0.0
4,1,80.0,5,10,2,71855,2,98,98.0,0.03333333333333333
4,1,80.0,5,10,3,57359,2,98,98.0,0.03333333333333333
4,1,80.0,5,10,4,87978,1,100,100.0,0.0
4,1,80.0,5,10,5,78294,3,98,98.0,0.044444444444444446
4,1,80.0,5,10,6,82407,1,100,100.0,0.0
4,1,80.0,5,10,7,77915,1,100,100.0,0.0
4,1,80.0,5,10,8,65711,2,99,99.0,0.011111111111111112
4,1,80.0,5,10,9,57216,1,100,100.0,0.0
4,1,80.0,5,10,10,67386,1,100,100.0,0.0
4,1,80.0,5,10,11,53758,1,100,100.0,0.0
4,1,80.0,5,10,12,59544,2,99,99.0,0.011111111111111112
4,1,80.0,5,10,13,64036,1,100,100.0,0.0
4,1,80.0,5,10,14,91095,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,15,75230,1,100,100.0,0.0
4,1,80.0,5,10,16,58515,1,100,100.0,0.0
4,1,80.0,5,10,17,134260,1,100,100.0,0.0
4,1,80.0,5,10,18,44372,1,100,100.0,0.0
4,1,80.0,5,10,19,59356,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,20,31508,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,21,76498,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,22,61471,1,100,100.0,0.0
4,1,80.0,5,10,23,61666,1,100,100.0,0.0
4,1,80.0,5,10,24,102396,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,25,86922,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,26,69378,1,100,100.0,0.0
4,1,80.0,5,10,27,61322,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,28,74953,1,100,100.0,0.0
4,1,80.0,5,10,29,64729,3,98,98.0,0.044444444444444446
4,1,80.0,5,10,30,31436,1,100,100.0,0.0
4,1,80.0,5,10,31,116331,1,100,100.0,0.0
4,1,80.0,5,10,32,86708,1,100,100.0,0.0
4,1,80.0,5,10,33,71811,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,34,94639,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,35,57458,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,36,43570,1,100,100.0,0.0
4,1,80.0,5,10,37,134359,1,100,100.0,0.0
4,1,80.0,5,10,38,49719,1,100,100.0,0.0
4,1,80.0,5,10,39,124154,1,100,100.0,0.0
4,1,80.0,5,10,40,35119,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,41,75652,2,97,97.0,0.027777777777777776
4,1,80.0,5,10,42,70751,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,43,88904,1,100,100.0,0.0
4,1,80.0,5,10,44,62379,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,45,73576,1,100,100.0,0.0
4,1,80.0,5,10,46,77911,1,100,100.0,0.0
4,1,80.0,5,10,47,88200,3,98,98.0,0.03333333333333333
4,1,80.0,5,10,48,79368,1,100,100.0,0.0
4,1,80.0,5,10,49,113561,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,50,40596,1,100,100.0,0.0
4,1,80.0,5,10,51,62014,1,100,100.0,0.0
4,1,80.0,5,10,52,36404,1,100,100.0,0.0
4,1,80.0,5,10,53,43920,1,100,100.0,0.0
4,1,80.0,5,10,54,59043,1,100,100.0,0.0
4,1,80.0,5,10,55,65955,2,98,98.0,0.027777777777777776
4,1,80.0,5,10,56,45902,2,99,99.0,0.011111111111111112
4,1,80.0,5,10,57,75655,1,100,100.0,0.0
4,1,80.0,5,10,58,81920,4,97,97.0,0.05
4,1,80.0,5,10,59,44977,2,98,98.0,0.027777777777777776
4,1,80.0,5,10,60,65331,1,100,100.0,0.0
4,1,80.0,5,10,61,45836,3,97,97.0,0.027777777777777776
4,1,80.0,5,10,62,75699,1,100,100.0,0.0
4,1,80.0,5,10,63,107968,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,64,63587,1,100,100.0,0.0
4,1,80.0,5,10,65,51696,1,100,100.0,0.0
4,1,80.0,5,10,66,104972,1,100,100.0,0.0
4,1,80.0,5,10,67,91309,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,68,75945,1,100,100.0,0.0
4,1,80.0,5,10,69,43872,1,100,100.0,0.0
4,1,80.0,5,10,70,88917,1,100,100.0,0.0
4,1,80.0,5,10,71,66704,1,100,100.0,0.0
4,1,80.0,5,10,72,67065,3,96,96.0,0.03333333333333333
4,1,80.0,5,10,73,110818,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,74,41223,3,95,95.0,0.05555555555555555
4,1,80.0,5,10,75,46935,1,100,100.0,0.0
4,1,80.0,5,10,76,75810,2,98,98.0,0.022222222222222223
4,1,80.0,5,10,77,63153,1,100,100.0,0.0
4,1,80.0,5,10,78,56160,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,79,88809,1,100,100.0,0.0
4,1,80.0,5,10,80,68920,1,100,100.0,0.0
4,1,80.0,5,10,81,59748,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,82,71838,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,83,105565,1,100,100.0,0.0
4,1,80.0,5,10,84,84849,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,85,46256,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,86,61088,1,100,100.0,0.0
4,1,80.0,5,10,87,77813,3,97,97.0,0.05555555555555555
4,1,80.0,5,10,88,40817,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,89,43857,1,100,100.0,0.0
4,1,80.0,5,10,90,69056,1,100,100.0,0.0
4,1,80.0,5,10,91,65571,1,100,100.0,0.0
4,1,80.0,5,10,92,93138,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,93,52885,1,100,100.0,0.0
4,1,80.0,5,10,94,59430,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,95,76219,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,96,62344,1,100,100.0,0.0
4,1,80.0,5,10,97,40618,1,100,100.0,0.0
4,1,80.0,5,10,98,70664,3,97,97.0,0.03333333333333333
4,1,80.0,5,10,99,69863,1,100,100.0,0.0
4,1,80.0,5,10,100,57704,1,100,100.0,0.0
4,1,80.0,5,10,101,61477,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,102,73850,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,103,44307,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,104,57512,1,100,100.0,0.0
4,1,80.0,5,10,105,62777,1,100,100.0,0.0
4,1,80.0,5,10,106,99442,1,100,100.0,0.0
4,1,80.0,5,10,107,73655,1,100,100.0,0.0
4,1,80.0,5,10,108,56318,2,99,99.0,0.011111111111111112
4,1,80.0,5,10,109,102495,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,110,83359,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,111,88218,1,100,100.0,0.0
4,1,80.0,5,10,112,78270,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,113,93999,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,114,56035,2,99,99.0,0.011111111111111112
4,1,80.0,5,10,115,50781,1,100,100.0,0.0
4,1,80.0,5,10,116,42069,1,100,100.0,0.0
4,1,80.0,5,10,117,61661,1,100,100.0,0.0
4,1,80.0,5,10,118,67711,1,100,100.0,0.0
4,1,80.0,5,10,119,67376,1,100,100.0,0.0
4,1,80.0,5,10,120,74799,1,100,100.0,0.0
4,1,80.0,5,10,121,36692,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,122,86511,1,100,100.0,0.0
4,1,80.0,5,10,123,106404,1,100,100.0,0.0
4,1,80.0,5,10,124,76096,1,100,100.0,0.0
4,1,80.0,5,10,125,72532,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,126,76573,1,100,100.0,0.0
4,1,80.0,5,10,127,50481,2,99,99.0,0.011111111111111112
4,1,80.0,5,10,128,54941,1,100,100.0,0.0
4,1,80.0,5,10,129,71924,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,130,70419,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,131,44554,1,100,100.0,0.0
4,1,80.0,5,10,132,91377,1,100,100.0,0.0
4,1,80.0,5,10,133,86050,1,100,100.0,0.0
4,1,80.0,5,10,134,79155,2,98,98.0,0.027777777777777776
4,1,80.0,5,10,135,63492,3,98,98.0,0.027777777777777776
4,1,80.0,5,10,136,64113,2,98,98.0,0.022222222222222223
4,1,80.0,5,10,137,52104,1,100,100.0,0.0
4,1,80.0,5,10,138,63953,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,139,90914,1,100,100.0,0.0
4,1,80.0,5,10,140,45701,1,100,100.0,0.0
4,1,80.0,5,10,141,57686,1,100,100.0,0.0
4,1,80.0,5,10,142,86238,2,98,98.0,0.022222222222222223
4,1,80.0,5,10,143,59346,2,99,99.0,0.011111111111111112
4,1,80.0,5,10,144,56373,1,100,100.0,0.0
4,1,80.0,5,10,145,70814,1,100,100.0,0.0
4,1,80.0,5,10,146,95467,1,100,100.0,0.0
4,1,80.0,5,10,147,42193,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,148,87525,2,94,94.0,0.05555555555555555
4,1,80.0,5,10,149,68099,1,100,100.0,0.0
4,1,80.0,5,10,150,56833,1,100,100.0,0.0
4,1,80.0,5,10,151,47122,1,100,100.0,0.0
4,1,80.0,5,10,152,73041,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,153,151671,1,100,100.0,0.0
4,1,80.0,5,10,154,110855,1,100,100.0,0.0
4,1,80.0,5,10,155,57527,1,100,100.0,0.0
4,1,80.0,5,10,156,130181,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,157,61525,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,158,68351,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,159,57733,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,160,51911,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,161,46171,1,100,100.0,0.0
4,1,80.0,5,10,162,59138,1,100,100.0,0.0
4,1,80.0,5,10,163,81599,1,100,100.0,0.0
4,1,80.0,5,10,164,51781,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,165,84329,1,100,100.0,0.0
4,1,80.0,5,10,166,65594,1,100,100.0,0.0
4,1,80.0,5,10,167,59883,1,100,100.0,0.0
4,1,80.0,5,10,168,71301,1,100,100.0,0.0
4,1,80.0,5,10,169,114436,2,98,98.0,0.027777777777777776
4,1,80.0,5,10,170,60678,1,100,100.0,0.0
4,1,80.0,5,10,171,56082,1,100,100.0,0.0
4,1,80.0,5,10,172,54445,1,100,100.0,0.0
4,1,80.0,5,10,173,68791,1,100,100.0,0.0
4,1,80.0,5,10,174,64740,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,175,57996,1,100,100.0,0.0
4,1,80.0,5,10,176,62941,1,100,100.0,0.0
4,1,80.0,5,10,177,53967,1,100,100.0,0.0
4,1,80.0,5,10,178,110600,1,100,100.0,0.0
4,1,80.0,5,10,179,62579,1,100,100.0,0.0
4,1,80.0,5,10,180,43363,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,181,60761,2,94,94.0,0.027777777777777776
4,1,80.0,5,10,182,114894,1,100,100.0,0.0
4,1,80.0,5,10,183,48333,1,100,100.0,0.0
4,1,80.0,5,10,184,69681,2,99,99.0,0.022222222222222223
4,1,80.0,5,10,185,51085,2,99,99.0,0.011111111111111112
4,1,80.0,5,10,186,50769,1,100,100.0,0.0
4,1,80.0,5,10,187,62128,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,188,130656,1,100,100.0,0.0
4,1,80.0,5,10,189,48760,1,100,100.0,0.0
4,1,80.0,5,10,190,118532,2,99,99.0,0.016666666666666666
4,1,80.0,5,10,191,58696,1,100,100.0,0.0
4,1,80.0,5,10,192,49244,1,100,100.0,0.0
4,1,80.0,5,10,193,78336,2,97,97.0,0.03333333333333333
4,1,80.0,5,10,194,138100,1,100,100.0,0.0
4,1,80.0,5,10,195,45433,1,100,100.0,0.0
4,1,80.0,5,10,196,78263,1,100,100.0,0.0
4,1,80.0,5,10,197,70054,1,100,100.0,0.0
4,1,80.0,5,10,198,36208,1,100,100.0,0.0
4,1,80.0,5,10,199,70096,1,100,100.0,0.0
3,2,60.0,5,10,0,66942,1,100,100.0,0.0
3,2,60.0,5,10,1,87787,1,100,100.0,0.0
3,2,60.0,5,10,2,53894,2,99,99.0,0.022222222222222223
3,2,60.0,5,10,3,111104,2,99,99.0,0.011111111111111112
3,2,60.0,5,10,4,93632,2,99,99.0,0.022222222222222223
3,2,60.0,5,10,5,62252,1,100,100.0,0.0
3,2,60.0,5,10,6,62700,2,99,99.0,0.022222222222222223
3,2,60.0,5,10,7,96575,1,100,100.0,0.0
3,2,60.0,5,10,8,121454,1,100,100.0,0.0
